code,description,chapter,block
T39,"T390 NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS ANTIRREUMATICOS: SALICILATOS ENVENENAMIENTO POR ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y T391 ANTIRREUMATICOS: DERIVADOS DEL PARAAMINOFENOL ENVENENAMIENTO POR ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y T392 ANTIRREUMATICOS: DERIVADOS DE LA PIRAZOLONA ENVENENAMIENTO POR ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y T393 ANTIRREUMATICOS: OTRAS DROGAS ANTIINFLAMATORIAS NO ESTEROIDEAS [DAINE] ENVENENAMIENTO POR ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y T394 ANTIRREUMATICOS: ANTIRREUMATICOS, NO CLASIFICADOS EN OTRA PARTE ENVENENAMIENTO POR ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y T398 ANTIRREUMATICOS: OTROS ANALGESICOS NO NARCOTICOS Y ANTIPIRETICOS, NO CLASIFICADOS EN OTRA PARTE ENVENENAMIENTO POR ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y T399 ANTIRREUMATICOS: ANALGESICOS NO NARCOTICOS, ANTIPIRETICOS Y ANTIRREUMATICOS, NO ESPECIFICADOS ENVENENAMIENTO POR NARCOTICOS Y",T,T39
T40,T400 ENVENENAMIENTO POR NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]: OPIO PSICODISLEPTICOS ENVENENAMIENTO POR NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]: T401 HEROINA ENVENENAMIENTO POR NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]: OTROS T402 OPIACEOS ENVENENAMIENTO POR NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]: T403 METADONA ENVENENAMIENTO POR NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]: OTROS T404 NARCOTICOS SINTETICOS ENVENENAMIENTO POR NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]: T405 COCAINA ENVENENAMIENTO POR NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]: OTROS T406 NARCOTICOS Y LOS NO ESPECIFICADOS ENVENENAMIENTO POR NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]: T407 CANNABIS (DERIVADOS) ENVENENAMIENTO POR NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]: ACIDO T408 LISERGICO [LSD] ENVENENAMIENTO POR NARCOTICOS Y PSICODISLEPTICOS [ALUCINOGENOS]: OTROS T409 PSICODISLEPTICOS Y LOS NO ESPECIFICADOS [ALUCINOGENOS] ENVENENAMIENTO POR ANESTESICOS Y GASES ENVENENAMIENTO POR ANESTESICOS Y GASES TERAPEUTICOS: ANESTESICOS POR,T,T40
T41,"T410 TERAPEUTICOS INHALACION ENVENENAMIENTO POR ANESTESICOS Y GASES TERAPEUTICOS: ANESTESICOS T411 INTRAVENOSOS ENVENENAMIENTO POR ANESTESICOS Y GASES TERAPEUTICOS: OTROS T412 ANESTESICOS GENERALES Y LOS NO ESPECIFICADOS ENVENENAMIENTO POR ANESTESICOS Y GASES TERAPEUTICOS: ANESTESICOS T413 LOCALES ENVENENAMIENTO POR ANESTESICOS Y GASES TERAPEUTICOS: ANESTESICOS, NO T414 ESPECIFICADOS ENVENENAMIENTO POR ANESTESICOS Y GASES TERAPEUTICOS: GASES T415 TERAPEUTICOS ENVENENAMIENTO POR ANTIEPILEPTICOS, HIPNOTICO- ENVENENAMIENTO POR ANTIEPILEPTICOS, HIPNOTICOS-SEDANTES Y DROGAS",T,T41
T42,"T420 SEDANTES Y DROGAS ANTIPARKINSONIANAS ANTIPARKINSONIANAS: DERIVADOS DE LA HIDANTOINA ENVENENAMIENTO POR ANTIEPILEPTICOS, HIPNOTICOS-SEDANTES Y DROGAS T421 ANTIPARKINSONIANAS: IMINOSTILBENOS ENVENENAMIENTO POR ANTIEPILEPTICOS, HIPNOTICOS-SEDANTES Y DROGAS T422 ANTIPARKINSONIANAS: SUCCINAMIDAS Y DERIVADOS DE LA OXAZOLIDINA ENVENENAMIENTO POR ANTIEPILEPTICOS, HIPNOTICOS-SEDANTES Y DROGAS T423 ANTIPARKINSONIANAS: BARBITURICOS ENVENENAMIENTO POR ANTIEPILEPTICOS, HIPNOTICOS-SEDANTES Y DROGAS T424 ANTIPARKINSONIANAS: BENZODIAZEPINAS ENVENENAMIENTO POR ANTIEPILEPTICOS, HIPNOTICOS-SEDANTES Y DROGAS T425 ANTIPARKINSONIANAS: ANTIEPILEPTICOS MIXTOS, NO CLASIFICADOS EN OTRA PARTE ENVENENAMIENTO POR ANTIEPILEPTICOS, HIPNOTICOS-SEDANTES Y DROGAS T426 ANTIPARKINSONIANAS: OTROS ANTIEPILEPTICOS Y DROGAS HIPNOTICO-SEDANTES ENVENENAMIENTO POR ANTIEPILEPTICOS, HIPNOTICOS-SEDANTES Y DROGAS T427 ANTIPARKINSONIANAS: ANTIEPILEPTICOS Y DROGAS HIPNOTICO - SEDANTES, NO ESPECIFICADOS ENVENENAMIENTO POR ANTIEPILEPTICOS, HIPNOTICOS-SEDANTES Y DROGAS T428 ANTIPARKINSONIANAS: DROGAS ANTIPARKINSONIANAS Y OTROS DEPRESORES DEL TONO MUSCULAR CENTRAL ENVENENAMIENTO POR PSICOTROPICOS NO ENVENENAMIENTO POR PSICOTROPICOS, NO CLASIFICADOS EN OTRA PARTE:",T,T42
T43,"T430 CLASIFICADOS EN OTRA PARTE ANTIDEPRESIVOS TRICICLICOS Y TETRACICLICOS ENVENENAMIENTO POR PSICOTROPICOS, NO CLASIFICADOS EN OTRA PARTE: T431 ANTIDEPRESIVOS INHIBIDORES DE LA MONOAMINOXIDASA ENVENENAMIENTO POR PSICOTROPICOS, NO CLASIFICADOS EN OTRA PARTE: OTROS T432 ANTIDEPRESIVOS Y LOS NO ESPECIFICADOS ENVENENAMIENTO POR PSICOTROPICOS, NO CLASIFICADOS EN OTRA PARTE: T433 ANTIPSICOTICOS Y NEUROLEPTICOS FENOTIACINICOS ENVENENAMIENTO POR PSICOTROPICOS, NO CLASIFICADOS EN OTRA PARTE: T434 BUTIROFENONA Y NEUROLEPTICOS TIOXANTENICOS ENVENENAMIENTO POR PSICOTROPICOS, NO CLASIFICADOS EN OTRA PARTE: OTROS T435 ANTIPSICOTICOS Y NEUROLEPTICOS Y LOS NO ESPECIFICADOS ENVENENAMIENTO POR PSICOTROPICOS, NO CLASIFICADOS EN OTRA PARTE: T436 PSICOESTIMULANTES CON ABUSO POTENCIAL ENVENENAMIENTO POR PSICOTROPICOS, NO CLASIFICADOS EN OTRA PARTE: OTRAS T438 DROGAS PSICOTROPICAS, NO CLASIFICADAS EN OTRA PARTE ENVENENAMIENTO POR PSICOTROPICOS, NO CLASIFICADOS EN OTRA PARTE: DROGA T439 PSICOTROPICA NO ESPECIFICADA ENVENENAMIENTO POR DROGAS QUE AFECTAN ENVENENAMIENTO POR DROGAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA",T,T43
T44,"T440 PRINCIPALMENTE EL SISTEMA NERVIOSO AUTONOMO NERVIOSO AUTONOMO: AGENTES ANTICOLINESTERASA ENVENENAMIENTO POR DROGAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA T441 NERVIOSO AUTONOMO: OTROS PARASIMPATICOMIMETICOS [COLINERGICOS] ENVENENAMIENTO POR DROGAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA T442 NERVIOSO AUTONOMO: DROGAS BLOQUEADORAS GANGLIONARES, NO CLASIFICADAS EN OTRA PARTE ENVENENAMIENTO POR DROGAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA T443 NERVIOSO AUTONOMO: OTROS PARASIMPATICOLITICOS [ANTICOLINERGICOS Y ANTIMUSCARINICOS] Y ESPASMOLITICOS, NO CLASIFICADOS EN OTRA PARTE ENVENENAMIENTO POR DROGAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA T444 NERVIOSO AUTONOMO: AGONISTAS, PREDOMINANTEMENTE ALFA-ADRENERGICOS, NO CLASIFICADOS EN OTRA PARTE ENVENENAMIENTO POR DROGAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA T445 NERVIOSO AUTONOMO: AGONISTAS, PREDOMINANTEMENTE BETA-ADRENERGICOS, NO CLASIFICADOS EN OTRA PARTE ENVENENAMIENTO POR DROGAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA T446 NERVIOSO AUTONOMO: ANTAGONISTAS, ALFA-ADRENERGICOS, NO CLASIFICADOS EN OTRA PARTE ENVENENAMIENTO POR DROGAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA T447 NERVIOSO AUTONOMO: ANTAGONISTAS, BETA-ADRENERGICOS, NO CLASIFICADOS EN OTRA PARTE ENVENENAMIENTO POR DROGAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA T448 NERVIOSO AUTONOMO: AGENTES DE ACCION CENTRAL Y BLOQUEADORES NEURONALES ADRENERGICOS, NO CLASIFICADOS EN OTRA PARTE ENVENENAMIENTO POR DROGAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA T449 NERVIOSO AUTONOMO: OTRAS DROGAS Y LAS NO ESPECIFICADAS QUE AFECTAN PRINCIPALMENTE EL SISTEMA NERVIOSO AUTONOMO ENVENENAMIENTO POR AGENTES PRINCIPALMENTE ENVENENAMIENTO POR AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS,",T,T44
T45,"SISTEMICOS Y HEMATOLOGICOS NO CLASIFICADOS EN T450 NO CLASIFICADOS EN OTRA PARTE: DROGAS ANTIALERGICAS Y ANTIEMETICAS OTRA PARTE ENVENENAMIENTO POR AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, T451 NO CLASIFICADOS EN OTRA PARTE: DROGAS ANTINEOPLASICAS E INMUNOSUPRESORAS ENVENENAMIENTO POR AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, T452 NO CLASIFICADOS EN OTRA PARTE: VITAMINAS, NO CLASIFICADAS EN OTRA PARTE ENVENENAMIENTO POR AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, T453 NO CLASIFICADOS EN OTRA PARTE: ENZIMAS, NO CLASIFICADAS EN OTRA PARTE ENVENENAMIENTO POR AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, T454 NO CLASIFICADOS EN OTRA PARTE: HIERRO Y SUS COMPUESTOS ENVENENAMIENTO POR AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, T455 NO CLASIFICADOS EN OTRA PARTE: ANTICOAGULANTES ENVENENAMIENTO POR AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, T456 NO CLASIFICADOS EN OTRA PARTE: DROGAS QUE AFECTAN LA FIBRINOLISIS ENVENENAMIENTO POR AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, T457 NO CLASIFICADOS EN OTRA PARTE: ANTAGONISTAS DE ANTICOAGULANTES, VITAMINA K Y OTROS COAGULANTES ENVENENAMIENTO POR AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, T458 NO CLASIFICADOS EN OTRA PARTE: OTROS AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS ENVENENAMIENTO POR AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, T459 NO CLASIFICADOS EN OTRA PARTE: AGENTES PRINCIPALMENTE SISTEMICOS Y HEMATOLOGICOS, NO ESPECIFICADOS ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA ENVENENAMIENTO POR AGENTES QUE AFECTAN",T,T45
T46,"T460 CARDIOVASCULAR: GLUCOSIDOS CARDIOTONICOS Y MEDICAMENTOS DE ACCION PRINCIPALMENTE EL SISTEMA CARDIOVASCULAR SIMILAR ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA T461 CARDIOVASCULAR: BLOQUEADORES DEL CANAL DEL CALCIO ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA T462 CARDIOVASCULAR: OTRAS DROGAS ANTIARRITMICAS, NO CLASIFICADAS EN OTRA PARTE ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA T463 CARDIOVASCULAR: VASODILATADORES CORONARIOS, NO CLASIFICADOS EN OTRA PARTE ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA T464 CARDIOVASCULAR: INHIBIDORES DE LA ENZIMA CONVERTIDORA DE LA ANGIOTENSINA ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA T465 CARDIOVASCULAR: OTRAS DROGAS ANTIHIPERTENSIVAS, NO CLASIFICADAS EN OTRA PARTE ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA T466 CARDIOVASCULAR: DROGAS ANTILIPEMICAS Y ANTIARTERIOSCLEROTICAS ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA T467 CARDIOVASCULAR: VASODILATADORES PERIFERICOS ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA T468 CARDIOVASCULAR: DROGAS ANTIVARICOSAS, INCLUSIVE AGENTES ESCLEROSANTES ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA T469 CARDIOVASCULAR: OTROS AGENTES Y LOS NO ESPECIFICADOS QUE AFECTAN PRINCIPALMENTE EL SISTEMA CARDIOVASCULAR ENVENENAMIENTO POR AGENTES QUE AFECTAN ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA",T,T46
T47,T470 PRINCIPALMENTE EL SISTEMA GASTROINTESTINAL GASTROINTESTINAL: ANTAGONISTAS DEL RECEPTOR H2 DE HISTAMINA ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA T471 GASTROINTESTINAL: OTRAS DROGAS ANTIACIDAS Y QUE INHIBEN LA SECRECION GASTRICA ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA T472 GASTROINTESTINAL: LAXANTES ESTIMULANTES ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA T473 GASTROINTESTINAL: LAXANTES SALINOS Y OSMOTICOS ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA T474 GASTROINTESTINAL: OTROS LAXANTES ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA T475 GASTROINTESTINAL: DIGESTIVOS ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA T476 GASTROINTESTINAL: DROGAS ANTIDIARREICAS ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA T477 GASTROINTESTINAL: EMETICOS ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA T478 GASTROINTESTINAL: OTROS AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA GASTROINTESTINAL ENVENENAMIENTO POR AGENTES QUE AFECTAN PRINCIPALMENTE EL SISTEMA T479 GASTROINTESTINAL: AGENTES NO ESPECIFICADOS QUE AFECTAN PRINCIPALMENTE EL SISTEMA GASTROINTESTINAL ENVENENAMIENTO POR AGENTES CON ACCION ENVENENAMIENTO POR AGENTES CON ACCION PRINCIPAL SOBRE LOS MUSCULOS,T,T47
T48,"PRINCIPAL SOBRE LOS MUSCULOS LISOS Y T480 LISOS Y ESQUELETICOS Y SOBRE EL SISTEMA RESPIRATORIO: DROGAS OXITOCICAS ESQUELETICOS Y SOBRE EL SISTEMA RESPIRATORIO ENVENENAMIENTO POR AGENTES CON ACCION PRINCIPAL SOBRE LOS MUSCULOS T481 LISOS Y ESQUELETICOS Y SOBRE EL SISTEMA RESPIRATORIO: RELAJANTES MUSCULOESQUELETICOS [AGENTES BLOQUEADORES NEUROMUSCULARES] ENVENENAMIENTO POR AGENTES CON ACCION PRINCIPAL SOBRE LOS MUSCULOS LISOS Y ESQUELETICOS Y SOBRE EL SISTEMA RESPIRATORIO: OTROS T482 MEDICAMENTOS Y LOS NO ESPECIFICADOS DE ACCION PRINCIPAL SOBRE LOS MUSCULOS ENVENENAMIENTO POR AGENTES CON ACCION PRINCIPAL SOBRE LOS MUSCULOS T483 LISOS Y ESQUELETICOS Y SOBRE EL SISTEMA RESPIRATORIO: ANTITUSIGENOS ENVENENAMIENTO POR AGENTES CON ACCION PRINCIPAL SOBRE LOS MUSCULOS T484 LISOS Y ESQUELETICOS Y SOBRE EL SISTEMA RESPIRATORIO: EXPECTORANTES ENVENENAMIENTO POR AGENTES CON ACCION PRINCIPAL SOBRE LOS MUSCULOS T485 LISOS Y ESQUELETICOS Y SOBRE EL SISTEMA RESPIRATORIO: DROGAS CONTRA EL CATARRO COMUN ENVENENAMIENTO POR AGENTES CON ACCION PRINCIPAL SOBRE LOS MUSCULOS T486 LISOS Y ESQUELETICOS Y SOBRE EL SISTEMA RESPIRATORIO: ANTIASMATICOS, NO CLASIFICADOS EN OTRA PARTE ENVENENAMIENTO POR AGENTES CON ACCION PRINCIPAL SOBRE LOS MUSCULOS T487 LISOS Y ESQUELETICOS Y SOBRE EL SISTEMA RESPIRATORIO: OTROS AGENTES Y LOS NO ESPECIFICADOS DE ACCION PRINCIPAL SOBRE EL SISTEMA RESPIRATORIO ENVENENAMIENTO POR AGENTES TOPICOS QUE ENVENENAMIENTO POR AGENTES TOPICOS QUE AFECTAN PRINCIPALMENTE LA PIEL Y AFECTAN PRINCIPALMENTE LA PIEL Y LAS MEMBRANAS LAS MEMBRANAS MUCOSAS Y POR DROGAS OFTALMOLOGICAS,",T,T48
T49,"T490 MUCOSAS Y POR DROGAS OFTALMOLOGICAS OTORRINOLARINGOLOGICAS Y DENTALES: DROGAS LOCALES ANTIMICOTICAS, OTORRINOLARINGOLOGAS Y DENTALES ANTIINFECCIOSAS Y ANTIINFLAMATORIAS, NO CLASIFICADAS EN OTRA PARTE ENVENENAMIENTO POR AGENTES TOPICOS QUE AFECTAN PRINCIPALMENTE LA PIEL Y T491 LAS MEMBRANAS MUCOSAS Y POR DROGAS OFTALMOLOGICAS, OTORRINOLARINGOLOGICAS Y DENTALES: ANTIPRURITICOS ENVENENAMIENTO POR AGENTES TOPICOS QUE AFECTAN PRINCIPALMENTE LA PIEL Y T492 LAS MEMBRANAS MUCOSAS Y POR DROGAS OFTALMOLOGICAS, OTORRINOLARINGOLOGICAS Y DENTALES: ASTRINGENTES Y DETERGENTES LOCALES ENVENENAMIENTO POR AGENTES TOPICOS QUE AFECTAN PRINCIPALMENTE LA PIEL Y LAS MEMBRANAS MUCOSAS Y POR DROGAS OFTALMOLOGICAS, T493 OTORRINOLARINGOLOGICAS Y DENTALES: EMOLIENTES, DEMULCENTES Y PROTECTORES ENVENENAMIENTO POR AGENTES TOPICOS QUE AFECTAN PRINCIPALMENTE LA PIEL Y LAS MEMBRANAS MUCOSAS Y POR DROGAS OFTALMOLOGICAS, T494 OTORRINOLARINGOLOGICAS Y DENTALES: QUERATOLITICOS, QUERATOPLASTICOS, DROGAS Y OTRAS PREPARACIONES PARA EL TRATAMIENTO DEL CABELLO ENVENENAMIENTO POR AGENTES TOPICOS QUE AFECTAN PRINCIPALMENTE LA PIEL Y LAS MEMBRANAS MUCOSAS Y POR DROGAS OFTALMOLOGICAS, T495 OTORRINOLARINGOLOGICAS Y DENTALES: DROGAS Y PREPARACIONES OFTALMOLOGICAS ENVENENAMIENTO POR AGENTES TOPICOS QUE AFECTAN PRINCIPALMENTE LA PIEL Y LAS MEMBRANAS MUCOSAS Y POR DROGAS OFTALMOLOGICAS, T496 OTORRINOLARINGOLOGICAS Y DENTALES: DROGAS Y PREPARACIONES OTORRINOLARINGOLOGICAS ENVENENAMIENTO POR AGENTES TOPICOS QUE AFECTAN PRINCIPALMENTE LA PIEL Y LAS MEMBRANAS MUCOSAS Y POR DROGAS OFTALMOLOGICAS, T497 OTORRINOLARINGOLOGICAS Y DENTALES: DROGAS DENTALES, APLICADAS TOPICAMENTE ENVENENAMIENTO POR AGENTES TOPICOS QUE AFECTAN PRINCIPALMENTE LA PIEL Y T498 LAS MEMBRANAS MUCOSAS Y POR DROGAS OFTALMOLOGICAS, OTORRINOLARINGOLOGICAS Y DENTALES: OTROS AGENTES TOPICOS ENVENENAMIENTO POR AGENTES TOPICOS QUE AFECTAN PRINCIPALMENTE LA PIEL Y T499 LAS MEMBRANAS MUCOSAS Y POR DROGAS OFTALMOLOGICAS, OTORRINOLARINGOLOGICAS Y DENTALES: AGENTES TOPICOS, NO ESPECIFICADOS ENVENENAMIENTO POR DIURETICOS Y OTRAS DROGAS, ENVENENAMIENTO POR DIURETICOS Y OTRAS DROGAS, MEDICAMENTOS Y",T,T49
T50,"MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS NO T500 SUSTANCIAS BIOLOGICAS NO ESPECIFICADAS: MINERALOCORTICOIDES Y SUS ESPECIFICADAS ANTAGONISTAS ENVENENAMIENTO POR DIURETICOS Y OTRAS DROGAS, MEDICAMENTOS Y T501 SUSTANCIAS BIOLOGICAS NO ESPECIFICADAS: DIURETICOS DEL ASA [DINTEL ALTO] ENVENENAMIENTO POR DIURETICOS Y OTRAS DROGAS, MEDICAMENTOS Y T502 SUSTANCIAS BIOLOGICAS NO ESPECIFICADAS: INHIBIDORES DE LA ANHIDRASA DEL ACIDO CARBONICO, BENZOTIAZIDAS Y OTROS DIURETICOS ENVENENAMIENTO POR DIURETICOS Y OTRAS DROGAS, MEDICAMENTOS Y T503 SUSTANCIAS BIOLOGICAS NO ESPECIFICADAS: AGENTES DEL EQUILIBRIO HIDROELECTROLITICO, ELECTROLITICO Y CALORICO ENVENENAMIENTO POR DIURETICOS Y OTRAS DROGAS, MEDICAMENTOS Y T504 SUSTANCIAS BIOLOGICAS NO ESPECIFICADAS: DROGAS QUE AFECTAN EL METABOLISMO DEL ACIDO URICO ENVENENAMIENTO POR DIURETICOS Y OTRAS DROGAS, MEDICAMENTOS Y T505 SUSTANCIAS BIOLOGICAS NO ESPECIFICADAS: DEPRESORES DEL APETITO ENVENENAMIENTO POR DIURETICOS Y OTRAS DROGAS, MEDICAMENTOS Y T506 SUSTANCIAS BIOLOGICAS NO ESPECIFICADAS: ANTIDOTOS Y AGENTES QUELANTES, NO CLASIFICADOS EN OTRA PARTE ENVENENAMIENTO POR DIURETICOS Y OTRAS DROGAS, MEDICAMENTOS Y T507 SUSTANCIAS BIOLOGICAS NO ESPECIFICADAS: ANALEPTICOS Y ANTAGONISTAS DEL OPIO ENVENENAMIENTO POR DIURETICOS Y OTRAS DROGAS, MEDICAMENTOS Y T508 SUSTANCIAS BIOLOGICAS NO ESPECIFICADAS: AGENTES DIAGNOSTICOS ENVENENAMIENTO POR DIURETICOS Y OTRAS DROGAS, MEDICAMENTOS Y T509 SUSTANCIAS BIOLOGICAS NO ESPECIFICADAS: OTRAS DROGAS Y SUSTANCIAS BIOLOGICAS, Y LAS NO ESPECIFICADAS",T,T50
T51,"EFECTO TOXICO DEL ALCOHOL T510 EFECTO TOXICO DEL ALCOHOL: ETANOL T511 EFECTO TOXICO DEL ALCOHOL: METANOL T512 EFECTO TOXICO DEL ALCOHOL: PROPANOL-2 T513 EFECTO TOXICO DEL ALCOHOL: LICOR DE ALCOHOL INSUFICIENTEMENTE DESTILADO T518 EFECTO TOXICO DEL ALCOHOL: OTROS ALCOHOLES T519 EFECTO TOXICO DEL ALCOHOL: ALCOHOL, NO ESPECIFICADO",T,T51
T52,"EFECTO TOXICO DE DISOLVENTES ORGANICOS T520 EFECTO TOXICO DE DISOLVENTES ORGANICOS: PRODUCTOS DEL PETROLEO T521 EFECTO TOXICO DE DISOLVENTES ORGANICOS: BENCENO T522 EFECTO TOXICO DE DISOLVENTES ORGANICOS: HOMOLOGOS DEL BENCENO T523 EFECTO TOXICO DE DISOLVENTES ORGANICOS: GLICOLES T524 EFECTO TOXICO DE DISOLVENTES ORGANICOS: CETONAS T528 EFECTO TOXICO DE DISOLVENTES ORGANICOS: OTROS DISOLVENTES ORGANICOS EFECTO TOXICO DE DISOLVENTES ORGANICOS: DISOLVENTES ORGANICOS, NO T529 ESPECIFICADOS EFECTO TOXICO DE LOS DERIVADOS HALOGENADOS EFECTO TOXICO DE LOS DERIVADOS HALOGENADOS DE LOS HIDROCARBUROS",T,T52
T53,"T530 DE LOS HIDROCARBUROS ALIFATICOS Y AROMATICOS ALIFATICOS Y AROMATICOS: TETRACLORURO DE CARBONO EFECTO TOXICO DE LOS DERIVADOS HALOGENADOS DE LOS HIDROCARBUROS T531 ALIFATICOS Y AROMATICOS: CLOROFORMO EFECTO TOXICO DE LOS DERIVADOS HALOGENADOS DE LOS HIDROCARBUROS T532 ALIFATICOS Y AROMATICOS: TRICLOROETILENO EFECTO TOXICO DE LOS DERIVADOS HALOGENADOS DE LOS HIDROCARBUROS T533 ALIFATICOS Y AROMATICOS: TETRACLOROETILENO EFECTO TOXICO DE LOS DERIVADOS HALOGENADOS DE LOS HIDROCARBUROS T534 ALIFATICOS Y AROMATICOS: DICLOROETANO EFECTO TOXICO DE LOS DERIVADOS HALOGENADOS DE LOS HIDROCARBUROS T535 ALIFATICOS Y AROMATICOS: CLOROFLUORCARBUROS EFECTO TOXICO DE LOS DERIVADOS HALOGENADOS DE LOS HIDROCARBUROS T536 ALIFATICOS Y AROMATICOS: OTROS DERIVADOS HALOGENADOS DE LOS HIDROCARBUROS ALIFATICOS EFECTO TOXICO DE LOS DERIVADOS HALOGENADOS DE LOS HIDROCARBUROS T537 ALIFATICOS Y AROMATICOS: OTROS DERIVADOS HALOGENADOS DE LOS HIDROCARBUROS AROMATICOS EFECTO TOXICO DE LOS DERIVADOS HALOGENADOS DE LOS HIDROCARBUROS T539 ALIFATICOS Y AROMATICOS: DERIVADOS HALOGENADOS DE HIDROCARBUROS ALIFATICOS Y AROMATICOS, NO ESPECIFICADOS",T,T53
T54,"EFECTO TOXICO DE SUSTANCIAS CORROSIVAS T540 EFECTO TOXICO DE SUSTANCIAS CORROSIVAS: FENOL Y HOMOLOGOS DEL FENOL EFECTO TOXICO DE SUSTANCIAS CORROSIVAS: OTROS COMPUESTOS ORGANICOS T541 CORROSIVOS EFECTO TOXICO DE SUSTANCIAS CORROSIVAS: ACIDOS CORROSIVOS Y SUSTANCIAS T542 ACIDAS SIMILARES EFECTO TOXICO DE SUSTANCIAS CORROSIVAS: ALCALIS CAUSTICOS Y SUSTANCIAS T543 ALCALINAS SIMILARES EFECTO TOXICO DE SUSTANCIAS CORROSIVAS: EFECTO TOXICO DE SUSTANCIA T549 CORROSIVA, NO ESPECIFICADA",T,T54
T55,EFECTO TOXICO DE DETERGENTES Y JABONES T55 EFECTO TOXICO DE DETERGENTES Y JABONES,T,T55
